
#
#Decoder_LDPC_BP_flooding_Gallager_E
#
            0.0100 ||       30 |        3 |        1 | 7.51e-06 | 3.33e-02 ||    1.892 | 00h00'00   
            0.0150 ||       30 |     1871 |        9 | 4.68e-03 | 3.00e-01 ||    0.444 | 00h00'00   
            0.0200 ||       30 |     9443 |       30 | 2.36e-02 | 1.00e+00 ||    0.208 | 00h00'01   

#
#Decoder_LDPC_BP_flooding_Update_rule_MS_Q
#
            0.0100 ||       30 |        0 |        0 | 2.50e-06 | 3.33e-02 ||    0.140 | 00h00'02   
            0.0150 ||       30 |   127962 |       30 | 3.20e-01 | 1.00e+00 ||    0.042 | 00h00'09   

#
#Decoder_LDPC_BP_flooding_Update_rule_OMS_Q
#
            0.0100 ||       30 |        0 |        0 | 2.50e-06 | 3.33e-02 ||    0.129 | 00h00'03   
            0.0150 ||       30 |   127962 |       30 | 3.20e-01 | 1.00e+00 ||    0.037 | 00h00'10   

#
#Decoder_LDPC_BP_flooding_Update_rule_NMS_Q
#
            0.0100 ||       30 |        0 |        0 | 2.50e-06 | 3.33e-02 ||    0.120 | 00h00'03   
            0.0150 ||       30 |   127962 |       30 | 3.20e-01 | 1.00e+00 ||    0.035 | 00h00'11   

#
#Decoder_LDPC_BP_flooding_Update_rule_SPA_Q
#
            0.0100 ||       30 |        0 |        0 | 2.50e-06 | 3.33e-02 ||    0.517 | 00h00'00   
            0.0150 ||       30 |        0 |        0 | 2.50e-06 | 3.33e-02 ||    0.324 | 00h00'01   
            0.0200 ||       30 |        0 |        0 | 2.50e-06 | 3.33e-02 ||    0.153 | 00h00'02   
            0.0250 ||       30 |     5710 |       26 | 1.43e-02 | 8.67e-01 ||    0.029 | 00h00'13   
            0.0300 ||       30 |    10470 |       30 | 2.62e-02 | 1.00e+00 ||    0.026 | 00h00'15   

#
#Decoder_LDPC_BP_flooding_Update_rule_LSPA_Q
#
            0.0100 ||       30 |        0 |        0 | 2.50e-06 | 3.33e-02 ||    0.428 | 00h00'00   
            0.0150 ||       30 |        0 |        0 | 2.50e-06 | 3.33e-02 ||    0.273 | 00h00'01   
            0.0200 ||       30 |        0 |        0 | 2.50e-06 | 3.33e-02 ||    0.122 | 00h00'03   
            0.0250 ||       30 |     5710 |       26 | 1.43e-02 | 8.67e-01 ||    0.022 | 00h00'17   
            0.0300 ||       30 |    10470 |       30 | 2.62e-02 | 1.00e+00 ||    0.020 | 00h00'19   

#
#Decoder_LDPC_BP_flooding_Update_rule_AMS_min_Q
#
            0.0100 ||       30 |        0 |        0 | 2.50e-06 | 3.33e-02 ||    0.143 | 00h00'02   
            0.0150 ||       30 |   127962 |       30 | 3.20e-01 | 1.00e+00 ||    0.040 | 00h00'10   

#
#Decoder_LDPC_BP_flooding_Update_rule_AMS_min_star_linear2_Q
#
            0.0100 ||       30 |        0 |        0 | 2.50e-06 | 3.33e-02 ||    0.716 | 00h00'00   
            0.0150 ||       30 |        0 |        0 | 2.50e-06 | 3.33e-02 ||    0.465 | 00h00'00   
            0.0200 ||       30 |        0 |        0 | 2.50e-06 | 3.33e-02 ||    0.210 | 00h00'01   
            0.0250 ||       30 |     5972 |       26 | 1.49e-02 | 8.67e-01 ||    0.040 | 00h00'09   
            0.0300 ||       30 |    10761 |       30 | 2.69e-02 | 1.00e+00 ||    0.036 | 00h00'11   

#
#Decoder_LDPC_BP_flooding_Update_rule_AMS_min_star_Q
#
            0.0100 ||       30 |        0 |        0 | 2.50e-06 | 3.33e-02 ||    0.516 | 00h00'00   
            0.0150 ||       30 |        0 |        0 | 2.50e-06 | 3.33e-02 ||    0.335 | 00h00'01   
            0.0200 ||       30 |        0 |        0 | 2.50e-06 | 3.33e-02 ||    0.156 | 00h00'02   
            0.0250 ||       30 |     5815 |       26 | 1.46e-02 | 8.67e-01 ||    0.029 | 00h00'13   
            0.0300 ||       30 |    10612 |       30 | 2.66e-02 | 1.00e+00 ||    0.026 | 00h00'15   
